background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
nan,0.605689982894605,0.6587948806277808,0.6120052785826161,0.512331489109581,0.2185815177862329,0.6572654563774529,0.6184840776271462,0.7829372179007585,0.3723343768421069,0.5611250709887009,0.5503220872803396,0.722716020480898,0.6923040405504629,0.6751375019860251,0.5308118324612301,0.30902925243625895,0.5231038271752273,0.5264075078158126,0.6349662079834757,0.6222634636543024,0.5693305545280507
