background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
nan,0.5309137357022051,0.5907703637588994,0.49411227957829074,0.39941186145458385,0.19467080007006946,0.5626206795921864,0.5281599619949018,0.7282697744500715,0.24768528783018495,0.4598640304077831,0.4279412297863892,0.6559989598004958,0.6486715557877396,0.5987678424905203,0.47634664993679815,0.22065312563562167,0.4070450817518726,0.495257988874821,0.5700994792700717,0.4957706305561422,0.48665156593648246
