epoch,classification_loss,detection_loss
1,7.4788778921784616,2.3084284783331537
2,6.106858608859815,1.8905390903188042
3,5.5333754813515545,1.7335044321315538
4,5.172204363340338,1.6394324392555646
5,4.884728180146436,1.5703667664136098
6,4.6759296489142175,1.5122191737446018
7,4.516887444352804,1.4711783591994576
8,4.39722463034846,1.4362739911829578
9,4.2937986917574085,1.4070619922320355
10,4.2107802588562855,1.3795948244915774
11,4.111046696642622,1.349390291314934
12,4.061975607726815,1.3311184653197583
13,4.009413331358141,1.307325035506484
14,3.943625142863547,1.2898719351812513
15,3.8833921263332005,1.2672939548721747
16,3.8314100651996847,1.251645759374638
17,3.8151627905764056,1.237548668094163
18,3.7932722234334157,1.2364662900646277
19,3.7533553524141787,1.22295823756654
20,3.733794303721653,1.2118908221909481
21,3.6837603059467225,1.194227818923621
22,3.642823875152068,1.1762774256244841
23,3.6065196187211557,1.1662212500340585
24,3.6013409960609866,1.162974756140822
25,3.57195609718662,1.1501114105201677
26,3.571131933478701,1.1491349156839712
27,3.5356552349074906,1.1423562246713734
28,3.523483200312928,1.134853982375174
29,3.482408361310484,1.1198098156952294
30,3.499146791746675,1.119573383875202
31,3.4557289952757047,1.111316174297531
32,3.419923363877357,1.0998261564520604
33,3.417408604446732,1.0971181824652108
34,3.412172277576397,1.0888085236089595
35,3.397513522221421,1.0862090650130263
36,3.383403112370937,1.0846543339296721
37,3.351998230752996,1.074978241256725
38,3.3206672696689292,1.056733569873019
39,3.3257451507421782,1.0586177815758357
40,3.3237875486238386,1.0626465650270849
41,3.0907460280004018,0.9835569875115874
42,3.0452722341556835,0.9687286679614506
43,3.042622304527353,0.9709567523999396
44,3.020242532190348,0.9582808559833372
45,2.999667484729171,0.9564020451052054
46,2.989460971402684,0.9486962448879392
47,3.000787095611023,0.9520256288850175
48,2.9717761695874723,0.944201573722313
49,2.972087221943047,0.9426892868789167
50,2.9702282276287235,0.9407488242864839
51,2.845049720100875,0.8988396058038216
52,2.8400765270239607,0.9033450771783964
53,2.80110534715906,0.8868382439600666
54,2.802871251924422,0.8874088012549888
55,2.7807215545533532,0.8801931893050584
56,2.7935169618333693,0.8814363964532181
57,2.7835769918934052,0.8772748060463246
58,2.778738266203702,0.8775106818852303
59,2.7542229950744903,0.8668818497654895
60,2.7628989379840405,0.8731956397884995
61,2.71558053033141,0.8615362009401768
62,2.679600536909698,0.8448303057526321
63,2.687274607470094,0.8499187888400228
64,2.664302661114698,0.8395565670936104
65,2.6627438422157432,0.8396960194629999
66,2.6583198070410887,0.8376140337151108
67,2.6484439803414324,0.8339957424469648
68,2.654733819336981,0.8356986787582492
69,2.649680715934731,0.8371996479140439
70,2.6449121828238247,0.8299281604987748
71,2.605941018198584,0.8164214155217655
72,2.6285781897226355,0.8289050789214149
73,2.6054552927750096,0.8194570092762536
74,2.599834573533928,0.8184724095047471
75,2.587555330406934,0.815745217067542
76,2.6087997279747954,0.8214644495813728
77,2.6001582054656276,0.8170133640853722
78,2.590189653182733,0.8177095101853682
79,2.5827498685167054,0.8120079636717834
80,2.57643787808439,0.8126019388581314
81,2.558533985756514,0.803744955878721
82,2.561482561447011,0.804720207746332
83,2.5561460228920443,0.8036432165909989
84,2.5570777477764057,0.8051658523808706
85,2.5561626820877708,0.8009236789285532
86,2.546408203674895,0.8004826400420008
87,2.539663106505568,0.7997958883319055
88,2.546684887946199,0.8006952419884255
89,2.5537983122051715,0.8005747724164218
90,2.5333277601847732,0.7963324800789097
91,2.545272275841484,0.7999064898349745
92,2.537886346579174,0.7974049105570477
93,2.5299536556135114,0.7924880295444537
94,2.543070239050484,0.7996643739169551
95,2.5221813153448513,0.7901372438239959
96,2.529726514901557,0.792835654463095
97,2.511974618595081,0.7861977361175044
98,2.5382086625129143,0.7952864321102665
99,2.511741792481553,0.7866151323564505
100,2.5287089423893616,0.7952399444989158
