background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
nan,0.6658161887418188,0.7865676638816798,0.6382645777517291,0.5761712010233033,0.35160204836046083,0.8097098313731601,0.7663462459379384,0.8131668542737955,0.45922880441185693,0.7546270400346955,0.6814072329604355,0.7684336287151836,0.7982773140719782,0.7577512590232549,0.6877437103667046,0.3974952699137683,0.652036275564398,0.6776056243915798,0.7576970858556059,0.7456639940913583,0.6772805925372353
