background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
nan,0.6054577451734641,0.7443882450701897,0.573140678875402,0.5156591848803889,0.3756205650802975,0.741786214313629,0.6952046157380627,0.7444953391435728,0.4268518714020011,0.6973347647917678,0.6150703508792614,0.7160657577393675,0.7296338517985448,0.7206600705880819,0.6395867370733515,0.3366985995634753,0.5945255774276033,0.6077861360974931,0.6392444830774971,0.6594727299194443,0.6189341759316449
