background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
nan,0.38713746478645605,0.2429741041259057,0.33052850271030204,0.21462159393275876,0.06559552287781911,0.3933202974811728,0.31799720913658336,0.5825286666868228,0.04400793703506166,0.20451552327386982,0.23930261829369268,0.4985047066818422,0.38479910656342164,0.3705925562852853,0.21693693706810685,0.1038045752336704,0.13339277052293752,0.29618156032912657,0.48641871502649936,0.1589689588875204,0.2836064663469428
