background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
nan,0.025248351675869765,0.016071509818392934,0.008388705567136778,0.009567335523360976,0.0023313350526017788,0.015579509937002117,0.01903034715505742,0.053732258161982405,0.0013123545196410376,0.013030564111506047,0.0270218471594428,0.03069735701297715,0.009246084701040849,0.02296504890991808,0.014945851889964955,0.004964075938759507,0.0024341456271015946,0.010042698653662441,0.034955411287283536,0.0021745868176754985,0.016186968976018883
