background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
nan,0.3969657331698337,0.3494578781911092,0.3377589580113478,0.29210661513869296,0.07302879318260116,0.4650326826665333,0.3511280098759155,0.6278187332304827,0.07203997672476609,0.23371146049393496,0.21622909328061374,0.5240412508012812,0.4862049937315696,0.40517653767691053,0.2691938563033939,0.09325010587286545,0.15821380025758344,0.35838290360014824,0.4298375869451434,0.19819657503806837,0.3168887772096397
