background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
nan,0.5947048128352411,0.7122390883648599,0.5553899365118911,0.4999586579124792,0.3265105448560893,0.6912315662769328,0.6563268333024448,0.7428462199146633,0.38602242375151274,0.5938565066600989,0.5792559438924942,0.7030597605317714,0.7041169207632931,0.6831207113562192,0.5907413743088421,0.30351464920716875,0.5735252708470436,0.5825764989119068,0.619355902269747,0.6213041741369143,0.5859828898305809
