background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
nan,0.6607678180228989,0.7687922370649152,0.6573097302736618,0.5724268532948023,0.3604495000446508,0.7958582691857575,0.722410431731197,0.8085195317436816,0.4829792010805688,0.6976445439951151,0.6170711913314408,0.775169504013587,0.75791166000613,0.7406059091426787,0.6563641757536898,0.3715156868597218,0.5999971857074164,0.6419986708554843,0.6932602447725438,0.7110538829260241,0.6546053113902983
